year,state,candidate,party,writein,candidate_votes,total_votes
1988,MICHIGAN,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,18336,3669163
1988,MICHIGAN,,OTHER,FALSE,7600,3669163
1988,MICHIGAN,"WINN, EDWARD",OTHER,FALSE,1958,3669163
1988,MINNESOTA,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,1109471,2096790
1988,MINNESOTA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,962337,2096790
1988,MINNESOTA,"MCCARTHY, EUGENE """"GENE""""",OTHER,FALSE,5403,2096790
1988,MINNESOTA,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,5109,2096790
1988,MINNESOTA,,OTHER,TRUE,3614,2096790
1988,MINNESOTA,"WARREN, JAMES """"MAC""""",OTHER,FALSE,2155,2096790
1988,MINNESOTA,"HERER, JACK",OTHER,FALSE,1949,2096790
1988,MINNESOTA,"FULANI, LENORA",OTHER,FALSE,1734,2096790
1988,MINNESOTA,"LAROUCHE, LYNDON, JR.",OTHER,FALSE,1702,2096790
1988,MINNESOTA,"DUKE, DAVID",OTHER,FALSE,1529,2096790
1988,MINNESOTA,"DENNIS, DELMAR",OTHER,FALSE,1298,2096790
1988,MINNESOTA,"WINN, EDWARD",OTHER,FALSE,489,2096790
1988,MISSISSIPPI,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,557890,931527
1988,MISSISSIPPI,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,363921,931527
1988,MISSISSIPPI,,OTHER,FALSE,6387,931527
1988,MISSISSIPPI,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,3329,931527
1988,MISSOURI,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1084953,2093228
1988,MISSOURI,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,1001619,2093228
1988,MISSOURI,"FULANI, LENORA",OTHER,FALSE,6656,2093228
1988,MONTANA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,190412,365674
1988,MONTANA,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,168936,365674
1988,MONTANA,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,5047,365674
1988,MONTANA,"FULANI, LENORA",OTHER,FALSE,1279,365674
1988,NEBRASKA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,397956,661465
1988,NEBRASKA,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,259235,661465
1988,NEBRASKA,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,2534,661465
1988,NEBRASKA,"FULANI, LENORA",OTHER,FALSE,1740,661465
1988,NEVADA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,206040,343133
1988,NEVADA,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,132738,343133
1988,NEVADA,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,3520,343133
1988,NEVADA,"FULANI, LENORA",OTHER,FALSE,835,343133
1988,NEW HAMPSHIRE,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,281537,450525
1988,NEW HAMPSHIRE,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,163696,450525
1988,NEW HAMPSHIRE,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,4502,450525
1988,NEW HAMPSHIRE,"FULANI, LENORA",OTHER,FALSE,790,450525
1988,NEW JERSEY,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1743192,3099553
1988,NEW JERSEY,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,1320352,3099553
1988,NEW JERSEY,"HERBERG G., LEWIN",OTHER,FALSE,9953,3099553
1988,NEW JERSEY,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,8421,3099553
1988,NEW JERSEY,"FULANI, LENORA",OTHER,FALSE,5139,3099553
1988,NEW JERSEY,"MCCARTHY, EUGENE """"GENE""""",OTHER,FALSE,3454,3099553
1988,NEW JERSEY,"KENOYER, WILLA",OTHER,FALSE,2587,3099553
1988,NEW JERSEY,"DUKE, DAVID",OTHER,FALSE,2446,3099553
1988,NEW JERSEY,"WARREN, JAMES """"MAC""""",OTHER,FALSE,2298,3099553
1988,NEW JERSEY,"HOLMES, LARRY",OTHER,FALSE,1020,3099553
1988,NEW JERSEY,"WINN, EDWARD",OTHER,FALSE,691,3099553
1988,NEW MEXICO,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,270341,521387
1988,NEW MEXICO,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,244497,521387
1988,NEW MEXICO,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,3368,521387
1988,NEW MEXICO,"FULANI, LENORA",OTHER,FALSE,2237,521387
1988,NEW MEXICO,"WARREN, JAMES """"MAC""""",OTHER,FALSE,344,521387
1988,NEW MEXICO,"HOLMES, LARRY",OTHER,FALSE,258,521387
1988,NEW MEXICO,"DODGE, EARL",OTHER,FALSE,249,521387
1988,NEW MEXICO,,OTHER,TRUE,93,521387
1988,NEW YORK,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,3255487,6485683
1988,NEW YORK,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,2838414,6485683
1988,NEW YORK,"BUSH, GEORGE H.W.",OTHER,FALSE,243457,6485683
1988,NEW YORK,"DUKAKIS, MICHAEL",OTHER,FALSE,92395,6485683
1988,NEW YORK,"MARRA, WILLIAM A.",OTHER,FALSE,20497,6485683
1988,NEW YORK,"FULANI, LENORA",OTHER,FALSE,15845,6485683
1988,NEW YORK,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,12109,6485683
1988,NEW YORK,"HOLMES, LARRY",OTHER,FALSE,4179,6485683
1988,NEW YORK,"WARREN, JAMES """"MAC""""",OTHER,FALSE,3287,6485683
1988,NEW YORK,,OTHER,FALSE,13,6485683
1988,NORTH CAROLINA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1237258,2134370
1988,NORTH CAROLINA,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,890167,2134370
1988,NORTH CAROLINA,"FULANI, LENORA",OTHER,FALSE,5682,2134370
1988,NORTH CAROLINA,"PAUL, RONALD """"RON""""",OTHER,TRUE,1263,2134370
1988,NORTH DAKOTA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,166559,297261
1988,NORTH DAKOTA,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,127739,297261
1988,NORTH DAKOTA,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,1315,297261
1988,NORTH DAKOTA,"LAROUCHE, LYNDON, JR.",OTHER,FALSE,905,297261
1988,NORTH DAKOTA,"FULANI, LENORA",OTHER,FALSE,396,297261
1988,NORTH DAKOTA,"WARREN, JAMES """"MAC""""",OTHER,FALSE,347,297261
1988,OHIO,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,2416549,4393585
1988,OHIO,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,1939629,4393585
1988,OHIO,"FULANI, LENORA",OTHER,FALSE,12017,4393585
1988,OHIO,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,11926,4393585
1988,OHIO,,OTHER,FALSE,7713,4393585
1988,OHIO,"WINN, EDWARD",OTHER,FALSE,5401,4393585
1988,OHIO,,OTHER,TRUE,350,4393585
1988,OKLAHOMA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,678367,1171036
1988,OKLAHOMA,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,483423,1171036
1988,OKLAHOMA,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,6261,1171036
1988,OKLAHOMA,"FULANI, LENORA",OTHER,FALSE,2985,1171036
1988,OREGON,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,616206,1201694
1988,OREGON,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,560126,1201694
1988,OREGON,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,14811,1201694
1988,OREGON,"FULANI, LENORA",OTHER,FALSE,6487,1201694
1988,OREGON,,OTHER,FALSE,4064,1201694
1988,PENNSYLVANIA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,2300087,4536251
1988,PENNSYLVANIA,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,2194944,4536251
1988,PENNSYLVANIA,"MCCARTHY, EUGENE """"GENE""""",OTHER,FALSE,19158,4536251
1988,PENNSYLVANIA,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,12051,4536251
1988,PENNSYLVANIA,"FULANI, LENORA",OTHER,FALSE,4379,4536251
1988,PENNSYLVANIA,"DUKE, DAVID",OTHER,FALSE,3444,4536251
1988,PENNSYLVANIA,"WINN, EDWARD",OTHER,FALSE,2188,4536251
1988,RHODE ISLAND,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,225123,404622
1988,RHODE ISLAND,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,177761,404622
1988,RHODE ISLAND,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,825,404622
1988,RHODE ISLAND,"FULANI, LENORA",OTHER,FALSE,280,404622
1988,RHODE ISLAND,"HERBERG G., LEWIN",OTHER,FALSE,195,404622
1988,RHODE ISLAND,"DUKE, DAVID",OTHER,FALSE,159,404622
1988,RHODE ISLAND,"WARREN, JAMES """"MAC""""",OTHER,FALSE,130,404622
1988,RHODE ISLAND,"KENOYER, WILLA",OTHER,FALSE,96,404622
1988,RHODE ISLAND,,OTHER,TRUE,53,404622
1988,SOUTH CAROLINA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,606443,986009
1988,SOUTH CAROLINA,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,370554,986009
1988,SOUTH CAROLINA,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,4935,986009
1988,SOUTH CAROLINA,"FULANI, LENORA",OTHER,FALSE,4077,986009
1988,SOUTH DAKOTA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,165415,312991
1988,SOUTH DAKOTA,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,145560,312991
1988,SOUTH DAKOTA,,OTHER,FALSE,2016,312991
1988,TENNESSEE,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,947233,1636250
1988,TENNESSEE,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,679794,1636250
1988,TENNESSEE,,OTHER,FALSE,8938,1636250
1988,TENNESSEE,,OTHER,TRUE,285,1636250
1988,TEXAS,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,3036829,5427410
1988,TEXAS,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,2352748,5427410
1988,TEXAS,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,30355,5427410
1988,TEXAS,"FULANI, LENORA",OTHER,FALSE,7208,5427410
1988,TEXAS,,OTHER,TRUE,270,5427410
1988,UTAH,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,428442,647008
1988,UTAH,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,207343,647008
1988,UTAH,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,7473,647008
1988,UTAH,"DENNIS, DELMAR",OTHER,FALSE,2158,647008
1988,UTAH,"FULANI, LENORA",OTHER,FALSE,455,647008
1988,UTAH,"LAROUCHE, LYNDON, JR.",OTHER,FALSE,427,647008
1988,UTAH,"YOUNGKEIT, LOUIE G.",OTHER,FALSE,372,647008
1988,UTAH,"WARREN, JAMES """"MAC""""",OTHER,FALSE,209,647008
1988,UTAH,"KENOYER, WILLA",OTHER,FALSE,129,647008
1988,VERMONT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,124331,243328
1988,VERMONT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,115775,243328
1988,VERMONT,SCATTERING,OTHER,FALSE,1134,243328
1988,VERMONT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,1000,243328
1988,VERMONT,"LAROUCHE, LYNDON, JR.",OTHER,FALSE,275,243328
1988,VERMONT,"FULANI, LENORA",OTHER,FALSE,205,243328
1988,VERMONT,"DUKE, DAVID",OTHER,FALSE,189,243328
1988,VERMONT,"HERBERG G., LEWIN",OTHER,FALSE,164,243328
1988,VERMONT,"KENOYER, WILLA",OTHER,FALSE,142,243328
1988,VERMONT,"WARREN, JAMES """"MAC""""",OTHER,FALSE,113,243328
1988,VIRGINIA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1309162,2191609
1988,VIRGINIA,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,859799,2191609
1988,VIRGINIA,"FULANI, LENORA",OTHER,FALSE,14312,2191609
1988,VIRGINIA,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,8336,2191609
1988,WASHINGTON,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,933516,1865253
1988,WASHINGTON,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,903835,1865253
1988,WASHINGTON,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,17240,1865253
1988,WASHINGTON,"LAROUCHE, LYNDON, JR.",OTHER,FALSE,4412,1865253
1988,WASHINGTON,"FULANI, LENORA",OTHER,FALSE,3520,1865253
1988,WASHINGTON,"HOLMES, LARRY",OTHER,FALSE,1440,1865253
1988,WASHINGTON,"WARREN, JAMES """"MAC""""",OTHER,FALSE,1290,1865253
1988,WEST VIRGINIA,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,341016,653311
1988,WEST VIRGINIA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,310065,653311
1988,WEST VIRGINIA,"FULANI, LENORA",OTHER,FALSE,2230,653311
1988,WISCONSIN,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,1126794,2191608
1988,WISCONSIN,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1047499,2191608
1988,WISCONSIN,,OTHER,FALSE,15042,2191608
1988,WISCONSIN,SCATTERING,OTHER,FALSE,2273,2191608
1988,WYOMING,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,106867,176551
1988,WYOMING,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,67113,176551
1988,WYOMING,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,2026,176551
1988,WYOMING,"FULANI, LENORA",OTHER,FALSE,545,176551
1992,ALABAMA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,804283,1688060
1992,ALABAMA,"CLINTON, BILL",DEMOCRAT,FALSE,690080,1688060
1992,ALABAMA,"PEROT, ROSS",OTHER,FALSE,183109,1688060
1992,ALABAMA,"MARROU, ANDRE",LIBERTARIAN,FALSE,5737,1688060
1992,ALABAMA,OTHER,OTHER,FALSE,4128,1688060
1992,ALABAMA,,OTHER,TRUE,723,1688060
1992,ALASKA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,102000,258506
1992,ALASKA,"CLINTON, BILL",DEMOCRAT,FALSE,78294,258506
1992,ALASKA,"PEROT, ROSS",OTHER,FALSE,73481,258506
1992,ALASKA,"GRITZ, JAMES """"BO""""",OTHER,FALSE,1379,258506
1992,ALASKA,"MARROU, ANDRE",LIBERTARIAN,FALSE,1378,258506
1992,ALASKA,"LAROUCHE, LYNDON, JR.",OTHER,FALSE,469,258506
1992,ALASKA,"HAGELIN, JOHN",OTHER,FALSE,433,258506
1992,ALASKA,"PHILLIPS, HOWARD",OTHER,FALSE,377,258506
1992,ALASKA,,OTHER,TRUE,365,258506
1992,ALASKA,"FULANI, LENORA",OTHER,FALSE,330,258506
1992,ARIZONA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,572086,1486975
1992,ARIZONA,"CLINTON, BILL",DEMOCRAT,FALSE,543050,1486975
1992,ARIZONA,"PEROT, ROSS",OTHER,FALSE,353741,1486975
1992,ARIZONA,"GRITZ, JAMES """"BO""""",OTHER,FALSE,8141,1486975
1992,ARIZONA,"MARROU, ANDRE",LIBERTARIAN,FALSE,6759,1486975
1992,ARIZONA,"HAGELIN, JOHN",OTHER,FALSE,2267,1486975
1992,ARIZONA,"FULANI, LENORA",OTHER,FALSE,923,1486975
1992,ARIZONA,,OTHER,TRUE,8,1486975
1992,ARKANSAS,"CLINTON, BILL",DEMOCRAT,FALSE,505823,950653
1992,ARKANSAS,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,337324,950653
1992,ARKANSAS,"PEROT, ROSS",OTHER,FALSE,99132,950653
1992,ARKANSAS,OTHER,OTHER,FALSE,8374,950653
1992,CALIFORNIA,"CLINTON, BILL",DEMOCRAT,FALSE,5121325,11131721
1992,CALIFORNIA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,3630574,11131721
1992,CALIFORNIA,"PEROT, ROSS",OTHER,FALSE,2296006,11131721
1992,CALIFORNIA,"MARROU, ANDRE",LIBERTARIAN,FALSE,48139,11131721
1992,CALIFORNIA,"DANIELS, RON",OTHER,FALSE,18597,11131721
1992,CALIFORNIA,"PHILLIPS, HOWARD",OTHER,FALSE,12711,11131721
1992,CALIFORNIA,,OTHER,TRUE,4369,11131721
1992,COLORADO,"CLINTON, BILL",DEMOCRAT,FALSE,629681,1569180
1992,COLORADO,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,562850,1569180
1992,COLORADO,"PEROT, ROSS",OTHER,FALSE,366010,1569180
1992,COLORADO,"MARROU, ANDRE",LIBERTARIAN,FALSE,8669,1569180
1992,COLORADO,"FULANI, LENORA",OTHER,FALSE,1608,1569180
1992,COLORADO,"GRITZ, JAMES """"BO""""",OTHER,FALSE,274,1569180
1992,COLORADO,"HAGELIN, JOHN",OTHER,FALSE,47,1569180
1992,COLORADO,PROHIBITION,OTHER,FALSE,21,1569180
1992,COLORADO,UNAFFILIATED,OTHER,FALSE,20,1569180
1992,CONNECTICUT,"CLINTON, BILL",DEMOCRAT,FALSE,682318,1616156
1992,CONNECTICUT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,578313,1616156
1992,CONNECTICUT,"PEROT, ROSS",OTHER,FALSE,348771,1616156
1992,CONNECTICUT,"MARROU, ANDRE",LIBERTARIAN,FALSE,5391,1616156
1992,CONNECTICUT,"FULANI, LENORA",OTHER,FALSE,1363,1616156
1992,DELAWARE,"CLINTON, BILL",DEMOCRAT,FALSE,126054,289620
1992,DELAWARE,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,102313,289620
1992,DELAWARE,"PEROT, ROSS",OTHER,FALSE,59213,289620
1992,DELAWARE,"FULANI, LENORA",OTHER,FALSE,1105,289620
1992,DELAWARE,"MARROU, ANDRE",LIBERTARIAN,FALSE,935,289620
1992,DISTRICT OF COLUMBIA,"CLINTON, BILL",DEMOCRAT,FALSE,192619,227572
1992,DISTRICT OF COLUMBIA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,20698,227572
1992,DISTRICT OF COLUMBIA,"PEROT, ROSS",OTHER,FALSE,9681,227572
1992,DISTRICT OF COLUMBIA,"FULANI, LENORA",OTHER,FALSE,1459,227572
1992,DISTRICT OF COLUMBIA,"DANIELS, RONALD",OTHER,FALSE,1446,227572
1992,DISTRICT OF COLUMBIA,,OTHER,TRUE,676,227572
1992,DISTRICT OF COLUMBIA,"MARROU, ANDRE",LIBERTARIAN,FALSE,467,227572
1992,DISTRICT OF COLUMBIA,"HAGELIN, JOHN",OTHER,FALSE,230,227572
1992,DISTRICT OF COLUMBIA,OTHER,OTHER,FALSE,191,227572
1992,DISTRICT OF COLUMBIA,OTHER,OTHER,FALSE,105,227572
1992,FLORIDA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,2173310,5313392
1992,FLORIDA,"CLINTON, BILL",DEMOCRAT,FALSE,2071698,5313392
1992,FLORIDA,"PEROT, ROSS",OTHER,FALSE,1053067,5313392
1992,FLORIDA,"MARROU, ANDRE",LIBERTARIAN,FALSE,15079,5313392
1992,FLORIDA,,OTHER,TRUE,238,5313392
1992,GEORGIA,"CLINTON, BILL",DEMOCRAT,FALSE,1008966,2321133
1992,GEORGIA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,995252,2321133
1992,GEORGIA,"PEROT, ROSS",OTHER,FALSE,309657,2321133
1992,GEORGIA,"MARROU, ANDRE",LIBERTARIAN,FALSE,7110,2321133
1992,GEORGIA,,OTHER,TRUE,148,2321133
1992,HAWAII,"CLINTON, BILL",DEMOCRAT,FALSE,179310,372842
1992,HAWAII,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,136822,372842
1992,HAWAII,"PEROT, ROSS",OTHER,FALSE,53003,372842
1992,HAWAII,"GRITZ, JAMES """"BO""""",OTHER,FALSE,1452,372842
1992,HAWAII,"MARROU, ANDRE",LIBERTARIAN,FALSE,1119,372842
1992,HAWAII,"FULANI, LENORA",OTHER,FALSE,720,372842
1992,HAWAII,"HAGELIN, JOHN",OTHER,FALSE,416,372842
1992,IDAHO,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,202645,482114
1992,IDAHO,"CLINTON, BILL",DEMOCRAT,FALSE,137013,482114
1992,IDAHO,"PEROT, ROSS",OTHER,FALSE,130395,482114
1992,IDAHO,"GRITZ, JAMES """"BO""""",OTHER,FALSE,10894,482114
1992,IDAHO,"MARROU, ANDRE",LIBERTARIAN,FALSE,1167,482114
1992,ILLINOIS,"CLINTON, BILL",DEMOCRAT,FALSE,2453350,5050157
1992,ILLINOIS,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1734096,5050157
1992,ILLINOIS,"PEROT, ROSS",OTHER,FALSE,840515,5050157
1992,ILLINOIS,"MARROU, ANDRE",LIBERTARIAN,FALSE,9218,5050157
1992,ILLINOIS,"FULANI, LENORA",OTHER,FALSE,5267,5050157
1992,ILLINOIS,"GRITZ, JAMES """"BO""""",OTHER,FALSE,3577,5050157
1992,ILLINOIS,"HAGELIN, JOHN",OTHER,FALSE,2751,5050157
1992,ILLINOIS,"WARREN, JAMES """"MAC""""",OTHER,FALSE,1361,5050157
1992,ILLINOIS,,OTHER,TRUE,22,5050157
1992,INDIANA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,989375,2305871
1992,INDIANA,"CLINTON, BILL",DEMOCRAT,FALSE,848420,2305871
1992,INDIANA,"PEROT, ROSS",OTHER,FALSE,455934,2305871
1992,INDIANA,"MARROU, ANDRE",LIBERTARIAN,FALSE,7936,2305871
1992,INDIANA,"FULANI, LENORA",OTHER,FALSE,2583,2305871
1992,INDIANA,,OTHER,TRUE,1623,2305871
1992,IOWA,"CLINTON, BILL",DEMOCRAT,FALSE,586353,1354607
1992,IOWA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,504891,1354607
1992,IOWA,"PEROT, ROSS",OTHER,FALSE,253468,1354607
1992,IOWA,"HAGELIN, JOHN",OTHER,FALSE,3079,1354607
1992,IOWA,OTHER,OTHER,FALSE,1753,1354607
1992,IOWA,"GRITZ, JAMES """"BO""""",OTHER,FALSE,1177,1354607
1992,IOWA,"MARROU, ANDRE",LIBERTARIAN,FALSE,1076,1354607
1992,IOWA,BLANK VOTE/SCATTERING,OTHER,FALSE,741,1354607
1992,IOWA,"HERER, JACK",OTHER,FALSE,669,1354607
1992,IOWA,"PHILLIPS, HOWARD",OTHER,FALSE,480,1354607
1992,IOWA,"WARREN, JAMES """"MAC""""",OTHER,FALSE,273,1354607
1992,IOWA,"LAROUCHE, LYNDON, JR.",OTHER,FALSE,238,1354607
1992,IOWA,OTHER,OTHER,FALSE,212,1354607
1992,IOWA,"FULANI, LENORA",OTHER,FALSE,197,1354607
1992,KANSAS,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,449951,1157236
1992,KANSAS,"CLINTON, BILL",DEMOCRAT,FALSE,390434,1157236
1992,KANSAS,"PEROT, ROSS",OTHER,FALSE,312358,1157236
1992,KANSAS,"MARROU, ANDRE",LIBERTARIAN,FALSE,4314,1157236
1992,KANSAS,,OTHER,TRUE,179,1157236
1992,KENTUCKY,"CLINTON, BILL",DEMOCRAT,FALSE,665104,1492900
1992,KENTUCKY,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,617178,1492900
1992,KENTUCKY,"PEROT, ROSS",OTHER,FALSE,203944,1492900
1992,KENTUCKY,"MARROU, ANDRE",LIBERTARIAN,FALSE,4513,1492900
1992,KENTUCKY,"PHILLIPS, HOWARD",OTHER,FALSE,989,1492900
1992,KENTUCKY,"HAGELIN, JOHN",OTHER,FALSE,695,1492900
1992,KENTUCKY,"FULANI, LENORA",OTHER,FALSE,430,1492900
1992,KENTUCKY,,OTHER,TRUE,47,1492900
1992,LOUISIANA,"CLINTON, BILL",DEMOCRAT,FALSE,815971,1790017
1992,LOUISIANA,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,733386,1790017
1992,LOUISIANA,"PEROT, ROSS",OTHER,FALSE,211478,1790017
1992,LOUISIANA,"GRITZ, JAMES """"BO""""",OTHER,FALSE,18545,1790017
1992,LOUISIANA,"MARROU, ANDRE",LIBERTARIAN,FALSE,3155,1790017
1992,LOUISIANA,OTHER,OTHER,FALSE,1663,1790017
1992,LOUISIANA,"PHILLIPS, HOWARD",OTHER,FALSE,1552,1790017
1992,LOUISIANA,"FULANI, LENORA",OTHER,FALSE,1434,1790017
1992,LOUISIANA,"LAROUCHE, LYNDON, JR.",OTHER,FALSE,1136,1790017
1992,LOUISIANA,"HAGELIN, JOHN",OTHER,FALSE,889,1790017
1992,LOUISIANA,"YIAMOUYIANNIS, JOHN",OTHER,FALSE,808,1790017
1992,MAINE,"CLINTON, BILL",DEMOCRAT,FALSE,263420,679499
1992,MAINE,"PEROT, ROSS",OTHER,FALSE,206820,679499
1992,MAINE,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,206504,679499
1992,MAINE,"MARROU, ANDRE",LIBERTARIAN,FALSE,1681,679499
1992,MAINE,"FULANI, LENORA",OTHER,FALSE,519,679499
1992,MAINE,"PHILLIPS, HOWARD",OTHER,FALSE,464,679499
1992,MAINE,OTHER,OTHER,FALSE,91,679499
1992,MARYLAND,"CLINTON, BILL",DEMOCRAT,FALSE,988571,1984580
1992,MARYLAND,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,707094,1984580
1992,MARYLAND,"PEROT, ROSS",OTHER,FALSE,281414,1984580
1992,MARYLAND,"MARROU, ANDRE",LIBERTARIAN,FALSE,4715,1984580
1992,MARYLAND,"FULANI, LENORA",OTHER,FALSE,2786,1984580
1992,MASSACHUSETTS,"CLINTON, BILL",DEMOCRAT,FALSE,1318639,2773664
1992,MASSACHUSETTS,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,805039,2773664
1992,MASSACHUSETTS,"PEROT, ROSS",OTHER,FALSE,630731,2773664
1992,MASSACHUSETTS,"MARROU, ANDRE",LIBERTARIAN,FALSE,9021,2773664
1992,MASSACHUSETTS,"FULANI, LENORA",OTHER,FALSE,3172,2773664
1992,MASSACHUSETTS,OTHER,OTHER,FALSE,2218,2773664
1992,MASSACHUSETTS,OTHER,OTHER,FALSE,1990,2773664
1992,MASSACHUSETTS,"HAGELIN, JOHN",OTHER,FALSE,1812,2773664
1992,MASSACHUSETTS,"LAROUCHE, LYNDON, JR.",OTHER,FALSE,1027,2773664
1992,MASSACHUSETTS,"BRISBEN, J. QUINN",OTHER,FALSE,13,2773664
1992,MASSACHUSETTS,"DODGE, EARL",OTHER,FALSE,2,2773664
1992,MICHIGAN,"CLINTON, BILL",DEMOCRAT,FALSE,1871182,4274673
1992,MICHIGAN,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1554940,4274673
1992,MICHIGAN,"PEROT, ROSS",OTHER,FALSE,824813,4274673
1992,MICHIGAN,"MARROU, ANDRE",LIBERTARIAN,FALSE,10175,4274673
